CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,New_Revenue
370,Company_0370,Finance,Europe,2024,3670.69,0.1046,13765.4,0.2174,45.0,58.1,52.3,24.5,152.23,3518.66,3619.91,267.72
371,Company_0371,Energy,Asia-Pacific,2018,1005.65,0.2338,7692.82,0.0768,51.2,43.0,56.9,53.6,63.49,381.39,2388.4,119.3
372,Company_0372,Energy,Asia-Pacific,2019,854.46,0.1332,8545.51,0.0532,58.8,79.8,48.8,47.7,12.61,399.47,1015.76,139.95
373,Company_0373,Manufacturing,North America,2023,713.61,0.2036,6115.99,0.0263,51.8,40.0,58.2,57.2,40.76,816.24,1037.79,168.57
374,Company_0374,Technology,Middle East-Africa,2019,1252.0,-0.0029,13058.98,0.0664,32.7,21.6,41.8,34.6,99.92,1838.86,1799.23,291.34
375,Company_0375,Retail,Europe,2022,1520.37,0.1689,13323.79,0.0089,52.3,46.0,52.7,58.3,98.24,1418.2,1688.39,336.22
376,Company_0376,Manufacturing,North America,2020,1540.98,0.0771,16859.0,0.0847,49.4,47.6,60.0,40.6,46.75,1989.12,2429.76,574.26
377,Company_0377,Retail,Latin America,2023,1400.27,0.0761,7882.84,-0.0503,51.4,74.7,36.8,42.6,41.23,157.44,2357.17,248.76
378,Company_0378,Healthcare,Latin America,2019,1754.13,0.1051,7637.67,0.0318,49.2,51.7,48.3,47.7,99.47,265.37,4140.71,382.58
379,Company_0379,Retail,Asia-Pacific,2023,938.44,0.0345,9531.95,0.1014,36.9,24.7,53.5,32.4,68.23,877.83,2264.15,296.1
380,Company_0380,Technology,Asia-Pacific,2023,595.4,0.1466,5249.24,0.0758,52.9,62.5,51.1,45.0,30.04,383.78,533.71,91.49
381,Company_0381,Healthcare,Latin America,2023,560.1,0.1314,1860.89,0.0176,42.4,33.0,43.9,50.4,26.28,753.71,1110.09,73.92
382,Company_0382,Retail,Asia-Pacific,2020,2170.12,0.136,16418.62,0.0338,51.9,54.7,48.3,52.8,46.06,1134.48,5947.19,375.99
383,Company_0383,Healthcare,Europe,2024,1524.2,0.1732,6513.68,0.1225,60.0,58.1,80.2,41.6,91.58,1074.37,1176.63,762.1
384,Company_0384,Retail,Asia-Pacific,2021,299.14,0.2109,2804.83,-0.0347,52.4,43.2,58.3,55.8,17.7,251.0,503.24,88.21
385,Company_0385,Technology,Middle East-Africa,2023,2363.09,0.0982,18312.41,-0.0343,39.9,33.6,36.2,49.8,183.58,1139.61,5614.44,284.6
386,Company_0386,Retail,Asia-Pacific,2018,4090.02,0.1486,42363.68,-0.0151,47.4,39.3,39.2,63.8,126.85,5611.07,8297.54,302.41
387,Company_0387,Retail,North America,2024,664.38,0.1376,8415.89,0.0493,55.4,55.9,61.6,48.6,41.82,498.52,499.26,234.35
388,Company_0388,Retail,Europe,2022,1387.57,0.1427,9152.47,-0.045,50.8,58.2,44.2,49.9,56.04,962.72,2069.59,263.52
389,Company_0389,Manufacturing,North America,2020,787.28,0.1436,11451.11,0.1167,49.8,36.1,72.3,41.0,38.65,1015.31,1391.98,337.67
390,Company_0390,Manufacturing,North America,2019,1702.43,0.2154,16049.9,-0.0147,55.2,29.1,74.0,62.6,114.32,913.82,5089.62,851.22
391,Company_0391,Manufacturing,Middle East-Africa,2020,484.83,0.0924,5051.66,0.0657,51.1,59.4,52.7,41.3,12.38,603.34,458.9,127.62
392,Company_0392,Technology,Europe,2019,1043.14,0.0285,11649.83,0.0095,45.4,51.8,39.6,44.7,35.47,282.88,3083.58,227.71
393,Company_0393,Healthcare,Europe,2020,2179.65,0.0781,23977.85,0.0454,51.3,55.6,50.2,48.0,139.78,775.75,3139.51,587.18
394,Company_0394,Energy,Europe,2019,2604.51,0.1654,23783.43,-0.0622,45.3,42.6,39.4,53.8,130.05,3727.51,2606.59,275.32
395,Company_0395,Retail,Europe,2023,1478.15,0.1214,12039.79,0.1201,49.4,55.1,54.3,38.7,24.34,1891.19,2269.36,275.86
396,Company_0396,Retail,Europe,2021,864.95,0.0919,3153.06,-0.0173,46.2,52.2,39.2,47.2,34.7,556.21,1760.16,133.71
397,Company_0397,Technology,Middle East-Africa,2019,359.67,0.0554,1174.32,-0.0246,41.9,52.0,31.5,42.2,18.37,357.45,371.8,35.46
398,Company_0398,Retail,Asia-Pacific,2019,645.3,0.1333,4707.81,0.2165,36.4,28.5,56.0,24.8,47.54,916.43,792.81,57.41
399,Company_0399,Manufacturing,North America,2018,789.59,0.1587,5530.2,0.0888,59.7,58.2,76.4,44.4,18.31,313.15,2081.64,394.79
400,Company_0400,Energy,Europe,2019,672.89,0.1384,5149.21,0.1174,42.4,37.8,50.8,38.6,44.69,122.88,2017.01,77.55
401,Company_0401,Finance,Asia-Pacific,2018,1143.31,0.1048,5328.33,0.0821,59.5,67.2,70.9,40.3,21.89,974.62,1481.09,571.66
402,Company_0402,Retail,Asia-Pacific,2022,863.23,0.1288,10236.17,0.0183,63.0,82.3,54.1,52.5,23.27,258.65,752.86,248.27
403,Company_0403,Manufacturing,North America,2023,1237.05,0.1285,16432.45,-0.0415,53.6,59.2,50.5,51.1,33.44,448.12,3071.51,371.14
404,Company_0404,Finance,Middle East-Africa,2018,2544.88,0.1314,36301.65,0.0291,42.0,21.0,46.3,58.6,181.76,3430.89,5092.66,393.79
405,Company_0405,Energy,Latin America,2021,825.08,0.0489,7350.07,-0.0185,58.9,89.8,42.7,44.2,19.75,91.06,619.64,220.94
406,Company_0406,Finance,Latin America,2024,416.54,0.1318,4752.93,-0.0143,44.3,14.9,66.3,51.7,27.11,517.99,1194.2,208.27
407,Company_0407,Manufacturing,Asia-Pacific,2023,671.02,0.0936,8902.21,-0.0608,55.7,64.8,59.2,43.1,28.4,552.74,466.44,335.51
408,Company_0408,Healthcare,North America,2018,1649.97,0.1824,13231.92,0.058,44.9,27.2,54.4,53.0,131.89,1456.94,3404.53,285.03
409,Company_0409,Healthcare,Latin America,2023,1762.63,0.128,11832.43,0.1601,40.8,35.5,53.2,33.8,121.16,1833.97,2749.42,207.11
410,Company_0410,Finance,Asia-Pacific,2023,1457.18,0.1701,20751.28,0.0891,51.3,42.4,61.7,49.8,90.02,1025.89,2756.35,385.38
411,Company_0411,Technology,Middle East-Africa,2023,2725.8,0.1019,25044.95,0.0426,58.3,60.0,63.9,50.9,193.4,713.77,2815.84,1211.0
412,Company_0412,Finance,Latin America,2022,962.51,0.1041,8630.88,0.0472,55.3,52.5,67.5,45.8,52.34,234.8,2137.04,470.19
413,Company_0413,Retail,Asia-Pacific,2021,4612.46,0.2097,23712.62,-0.1633,40.5,14.7,62.4,44.4,318.52,5332.5,13372.9,2306.23
414,Company_0414,Retail,Asia-Pacific,2020,1944.44,0.1462,8356.95,0.0203,60.7,68.7,60.2,53.3,54.99,796.15,3200.68,683.92
415,Company_0415,Healthcare,Europe,2020,187.46,0.0771,2456.7,-0.0499,50.0,78.4,30.2,41.3,3.16,26.12,338.81,14.6
416,Company_0416,Technology,Middle East-Africa,2018,3867.88,0.1738,40108.33,0.0594,54.4,38.8,64.9,59.6,205.44,5691.42,4252.84,1317.45
417,Company_0417,Manufacturing,Europe,2023,641.05,0.088,4429.6,0.0318,36.8,23.1,42.0,45.2,25.92,943.98,1749.86,94.49
418,Company_0418,Retail,North America,2018,531.73,0.1335,2818.59,-0.0109,49.8,40.8,56.8,51.8,21.19,334.67,1556.86,187.9
419,Company_0419,Healthcare,Europe,2022,1582.31,0.2302,15294.54,0.0578,54.2,55.4,49.2,58.0,74.17,214.77,3901.56,48.19
420,Company_0420,Energy,Europe,2022,324.82,0.0341,3250.49,0.0572,39.7,45.6,37.0,36.5,11.47,363.21,603.17,38.61
421,Company_0421,Healthcare,Latin America,2019,673.96,0.1095,3695.95,0.1563,37.5,19.5,62.7,30.3,36.28,851.49,1949.09,194.52
422,Company_0422,Retail,Asia-Pacific,2022,3261.59,0.1445,43107.96,0.098,66.1,89.7,55.9,52.6,39.59,897.0,2885.28,662.51
423,Company_0423,Retail,Middle East-Africa,2019,1618.66,0.1659,6492.71,0.0652,53.5,47.2,64.7,48.5,126.08,468.83,2745.61,553.8
424,Company_0424,Healthcare,Europe,2021,1936.37,0.0455,14083.41,-0.0163,41.8,23.8,55.4,46.1,144.7,2422.61,3570.68,889.47
425,Company_0425,Manufacturing,Middle East-Africa,2018,692.4,0.0279,7730.37,-0.0251,38.6,21.7,52.6,41.4,52.25,962.9,1197.71,313.61
426,Company_0426,Finance,Europe,2024,373.58,0.1854,2349.63,0.0919,51.9,34.7,75.4,45.6,13.28,450.94,936.22,166.09
427,Company_0427,Retail,North America,2021,1798.61,0.0768,23259.87,0.036,45.9,53.2,35.5,49.0,84.95,685.35,3913.8,111.47
428,Company_0428,Healthcare,Europe,2022,2103.12,0.0743,24981.78,0.0675,47.9,50.2,48.5,45.0,161.5,1421.98,1717.51,472.35
429,Company_0429,Healthcare,Latin America,2021,2037.53,0.213,25404.53,0.1185,51.6,38.3,65.3,51.2,149.07,1917.68,2783.53,460.33
430,Company_0430,Technology,Asia-Pacific,2021,1269.46,0.1242,5622.8,-0.0559,52.1,57.0,53.7,45.7,82.92,411.83,1710.84,469.2
431,Company_0431,Finance,North America,2021,557.27,0.1246,2611.69,0.1478,54.3,60.6,69.7,32.6,21.46,220.03,1066.66,213.09
432,Company_0432,Energy,Europe,2022,6041.69,0.1092,38894.48,0.1179,55.2,62.0,58.0,45.5,299.09,2996.92,7423.1,1583.21
433,Company_0433,Manufacturing,Middle East-Africa,2024,1534.33,0.0466,14141.84,-0.0938,37.8,52.7,24.8,35.8,100.5,1247.9,1217.0,134.1
434,Company_0434,Energy,North America,2023,970.95,0.1605,11628.34,0.2147,48.5,52.1,63.8,29.5,28.27,791.45,2072.22,164.28
435,Company_0435,Finance,North America,2021,973.97,0.1446,12699.05,0.0725,48.1,23.6,73.2,47.4,52.45,1207.74,2559.21,477.84
436,Company_0436,Finance,Europe,2019,1217.7,0.1301,13945.12,0.0165,40.7,16.2,52.1,53.9,82.75,1405.49,3444.89,313.31
437,Company_0437,Finance,North America,2022,2318.62,0.113,32792.56,0.0863,42.3,13.5,65.0,48.3,138.01,3197.9,6796.9,920.04
438,Company_0438,Energy,Middle East-Africa,2021,1252.3,0.1025,14858.48,-0.0184,42.1,30.2,44.7,51.3,54.55,1585.49,3071.64,279.43
439,Company_0439,Finance,North America,2024,2000.11,0.1747,13351.19,0.0882,61.9,67.4,70.1,48.2,101.85,910.91,1698.61,768.37
440,Company_0440,Healthcare,Middle East-Africa,2023,1219.23,0.1115,7536.06,-0.0055,48.1,27.5,65.0,51.8,96.57,687.42,3209.98,609.62
441,Company_0441,Energy,Europe,2022,1013.69,0.1162,11509.75,0.1914,52.8,49.9,80.1,28.5,52.85,811.55,1520.43,506.84
442,Company_0442,Finance,Asia-Pacific,2020,1717.93,0.1518,9129.85,0.0542,47.7,49.0,44.8,49.4,111.65,206.12,3993.81,133.0
443,Company_0443,Healthcare,North America,2023,1672.88,0.1325,6879.84,0.0955,43.0,27.9,59.7,41.5,101.82,2284.25,3058.3,468.19
444,Company_0444,Technology,Asia-Pacific,2019,973.85,0.2185,9141.2,-0.005,58.5,47.5,65.7,62.2,57.56,157.84,2504.27,351.8
445,Company_0445,Finance,Middle East-Africa,2021,649.08,0.0143,8346.97,0.1072,40.8,51.2,41.7,29.4,39.04,357.91,1015.01,105.27
446,Company_0446,Energy,North America,2024,1392.99,0.138,5873.64,0.0491,51.2,63.8,41.7,48.0,58.24,1249.3,911.69,75.88
447,Company_0447,Retail,Latin America,2020,1158.46,0.0777,14483.83,-0.0488,42.3,48.4,33.8,44.8,50.04,955.7,2191.87,149.95
448,Company_0448,Finance,Asia-Pacific,2024,743.66,0.0635,9473.44,0.0333,50.8,56.9,51.3,44.2,31.79,755.74,690.29,237.33
449,Company_0449,Retail,North America,2020,608.09,0.0926,5343.44,0.1852,49.8,49.1,74.9,25.3,7.5,509.9,1771.84,281.06
450,Company_0450,Healthcare,Asia-Pacific,2022,1461.67,0.1233,5390.23,0.1101,59.4,66.8,73.2,38.3,39.28,614.78,2656.45,699.21
451,Company_0451,Technology,North America,2020,1611.74,0.1259,8211.92,0.0235,61.5,69.7,63.9,50.9,33.56,614.89,3036.34,694.1
452,Company_0452,Manufacturing,Europe,2019,852.33,0.029,9792.55,-0.0808,32.1,9.9,51.7,34.7,61.41,1167.82,2359.4,426.17
453,Company_0453,Technology,Asia-Pacific,2019,730.73,0.0875,8433.6,-0.0083,49.5,61.2,37.8,49.4,21.37,343.12,1506.37,95.67
454,Company_0454,Finance,Latin America,2018,613.28,0.1369,8451.16,-0.0485,57.4,76.0,47.4,48.7,12.08,302.57,770.78,153.05
455,Company_0455,Retail,Latin America,2019,1433.08,0.0674,14319.63,-0.0792,46.1,72.4,26.0,39.8,26.35,971.82,1777.35,86.25
456,Company_0456,Retail,Middle East-Africa,2023,624.67,0.0531,2804.3,0.105,49.0,55.3,59.9,31.7,36.85,184.41,1095.63,238.5
457,Company_0457,Energy,North America,2020,5264.78,-0.0154,23465.0,0.0544,40.2,54.0,28.6,38.0,54.89,4265.43,14038.64,344.28
458,Company_0458,Retail,Asia-Pacific,2019,822.87,0.0802,9589.43,0.1757,44.5,35.6,71.3,26.7,35.38,848.42,2046.34,358.98
459,Company_0459,Energy,Middle East-Africa,2022,200.81,0.051,1045.29,-0.0198,41.5,37.7,44.4,42.5,3.68,241.05,583.72,58.7
460,Company_0460,Healthcare,Asia-Pacific,2024,1073.71,0.061,7452.25,0.0498,48.8,45.5,59.8,41.2,74.6,1176.83,729.82,462.87
461,Company_0461,Manufacturing,North America,2024,1041.98,0.1037,9217.91,-0.0476,48.8,54.2,46.2,45.9,80.33,319.56,1219.96,287.62
462,Company_0462,Finance,Latin America,2018,2387.98,0.084,7873.6,0.0084,54.2,50.1,63.5,49.0,184.14,1763.51,1672.83,1193.99
463,Company_0463,Energy,Europe,2024,1341.69,0.05,8031.15,0.0345,52.3,58.9,55.5,42.4,54.93,206.65,3190.14,536.25
464,Company_0464,Manufacturing,Latin America,2020,611.74,-0.007,4829.53,0.0238,48.6,73.2,34.9,37.6,33.72,76.42,521.26,110.92
465,Company_0465,Retail,Middle East-Africa,2018,897.42,0.1381,5703.68,0.0537,54.5,62.0,54.3,47.3,46.65,642.72,672.81,213.99
466,Company_0466,Retail,Europe,2020,1379.11,0.1652,6394.17,0.118,54.3,61.2,60.2,41.4,47.58,626.32,2626.07,300.26
467,Company_0467,Manufacturing,Middle East-Africa,2022,240.98,0.0962,2828.14,0.1106,41.4,48.7,40.5,35.0,9.9,254.64,368.38,6.45
468,Company_0468,Retail,North America,2018,2799.05,0.1041,35709.64,-0.0039,54.4,49.9,54.1,59.3,40.59,3117.97,6403.54,966.55
469,Company_0469,Healthcare,Europe,2021,612.89,0.1202,3732.33,0.0479,41.3,27.4,50.7,45.8,40.27,829.58,1052.66,131.69
470,Company_0470,Healthcare,Middle East-Africa,2023,2957.0,0.2147,36350.51,0.1056,56.0,52.4,59.4,56.1,79.41,3444.77,4622.79,445.36
471,Company_0471,Manufacturing,North America,2023,1443.36,0.0259,11007.95,0.1225,51.7,68.9,57.1,29.2,60.96,241.82,2257.05,517.75
472,Company_0472,Energy,Latin America,2020,1703.97,0.0951,15472.44,0.0037,47.3,42.5,46.7,52.8,74.37,1056.93,4566.11,408.16
473,Company_0473,Energy,North America,2024,2451.85,0.0167,32540.93,0.0996,47.6,59.0,46.4,37.5,120.75,1182.36,3648.5,581.23
474,Company_0474,Manufacturing,Asia-Pacific,2021,1637.94,0.1417,19654.33,0.0732,46.9,48.7,42.9,49.0,110.15,1049.24,2184.18,67.96
475,Company_0475,Energy,North America,2018,1756.4,0.1114,22238.46,-0.0246,50.6,60.3,38.0,53.4,102.63,569.26,2364.7,206.6
476,Company_0476,Energy,North America,2021,977.41,0.1322,4537.29,0.106,50.2,68.1,43.0,39.4,55.14,231.44,969.11,18.31
477,Company_0477,Healthcare,Asia-Pacific,2021,1422.99,0.1292,5459.5,0.0606,44.4,36.3,51.3,45.5,66.7,1180.2,3773.38,280.95
478,Company_0478,Energy,Middle East-Africa,2024,726.87,0.1794,9973.32,-0.0719,58.3,67.9,57.0,49.9,12.15,805.76,629.89,262.14
479,Company_0479,Technology,Middle East-Africa,2018,862.31,0.1523,6600.11,0.0294,48.7,32.9,61.2,52.1,32.89,933.6,2389.91,299.4
480,Company_0480,Finance,North America,2022,4338.51,0.1698,28003.16,0.0528,50.0,43.6,49.7,56.7,334.12,3172.85,5243.83,547.25
481,Company_0481,Retail,Asia-Pacific,2024,622.82,0.0561,7284.77,0.0076,35.2,19.4,40.0,46.3,49.63,517.69,1711.87,118.04
482,Company_0482,Technology,Asia-Pacific,2021,1221.73,0.1916,15927.66,0.136,44.7,32.0,58.0,44.1,74.69,1005.31,3026.28,156.18
483,Company_0483,Energy,Latin America,2021,1187.29,0.0767,15850.17,0.1385,44.3,49.9,50.0,33.1,30.78,1268.26,2321.11,195.98
484,Company_0484,Healthcare,Middle East-Africa,2022,882.25,0.0801,5992.19,0.0232,57.3,72.7,53.0,46.1,15.11,147.42,1917.72,293.12
485,Company_0485,Manufacturing,Europe,2021,1571.96,0.1363,20791.65,0.0155,59.0,51.7,68.9,56.5,61.36,1719.5,2066.52,785.98
486,Company_0486,Energy,Middle East-Africa,2021,1657.07,0.1381,5785.17,0.0408,44.6,32.9,51.8,49.0,115.93,1516.35,3207.37,356.12
487,Company_0487,Healthcare,Middle East-Africa,2021,573.6,0.0557,2062.62,0.036,52.4,59.6,56.7,41.0,34.72,216.45,706.1,233.3
488,Company_0488,Finance,Latin America,2023,1177.27,0.1096,12340.37,0.0085,50.6,55.4,43.9,52.6,84.61,198.58,1772.59,201.89
489,Company_0489,Energy,Europe,2024,514.06,0.2093,1931.47,-0.2,43.0,50.4,45.4,33.2,27.3,129.51,1239.74,147.53
490,Company_0490,Manufacturing,Latin America,2019,1904.52,0.0319,13132.24,0.1728,54.9,70.1,70.9,23.6,36.42,1589.45,2113.69,952.26
491,Company_0491,Healthcare,Europe,2024,1240.84,0.2091,13739.87,0.05,51.1,42.9,53.7,56.7,22.38,1441.57,3222.6,166.37
492,Company_0492,Healthcare,North America,2022,1161.69,0.1055,8186.66,0.0375,52.5,74.7,35.6,47.1,15.52,660.44,1672.49,25.0
493,Company_0493,Healthcare,Europe,2021,1739.45,-0.0203,8967.19,0.0728,42.7,50.7,46.3,31.0,86.44,1097.2,3183.93,550.94
494,Company_0494,Finance,Latin America,2024,904.28,0.038,5765.9,0.0444,37.3,29.4,43.3,39.3,24.42,1273.05,2581.64,201.69
495,Company_0495,Energy,Middle East-Africa,2023,2079.36,0.0622,17655.65,0.0199,52.1,45.7,62.3,48.2,127.69,828.04,4581.12,1039.68
496,Company_0496,Finance,Europe,2022,564.58,0.0826,4914.49,-0.0204,53.2,52.1,61.2,46.4,32.77,138.46,1193.54,282.29
497,Company_0497,Retail,Europe,2020,2946.32,0.1137,36522.64,-0.0787,46.3,54.2,34.2,50.4,95.07,1711.15,6714.73,349.1
498,Company_0498,Retail,Asia-Pacific,2024,745.73,-0.0422,8950.12,-0.0448,32.9,38.6,27.5,32.7,16.69,853.33,2084.52,146.81
499,Company_0499,Energy,Middle East-Africa,2020,334.51,0.1312,2837.27,-0.0282,60.7,67.5,65.2,49.3,5.74,326.65,375.08,167.26
500,Company_0500,Finance,North America,2021,871.33,0.0567,11456.31,0.0956,40.2,41.1,43.6,35.8,53.68,594.35,1771.51,125.98
501,Company_0501,Manufacturing,Latin America,2023,804.82,0.2034,3517.76,0.1007,45.9,39.5,51.7,46.4,33.42,1167.52,1208.03,45.82
502,Company_0502,Healthcare,North America,2023,866.75,0.1038,5256.17,-0.0117,51.7,64.3,41.1,49.6,28.3,978.55,459.06,138.81
503,Company_0503,Healthcare,Middle East-Africa,2024,1289.69,0.1766,16683.01,-0.1365,49.7,65.2,41.0,42.9,90.23,240.66,1048.84,252.71
504,Company_0504,Energy,Europe,2022,2364.9,0.1866,17821.69,0.0506,58.7,44.5,76.1,55.6,121.92,2701.86,3103.88,1182.45
505,Company_0505,Retail,Europe,2022,958.92,0.185,14167.23,0.0205,62.4,63.1,65.5,58.5,44.36,128.16,1833.93,360.78
506,Company_0506,Retail,Middle East-Africa,2023,675.78,0.086,5808.36,0.0188,41.0,24.1,51.7,47.2,41.92,682.84,1827.1,209.5
507,Company_0507,Healthcare,Europe,2022,498.41,0.0852,6231.7,0.1169,42.6,39.4,54.2,34.1,33.44,196.71,1234.95,119.38
508,Company_0508,Energy,Europe,2023,790.19,0.1065,6185.35,0.0597,41.9,35.5,46.6,43.7,45.85,849.47,1488.19,126.56
509,Company_0509,Finance,Europe,2024,292.52,0.1582,2369.22,-0.0183,55.3,72.5,40.5,53.0,11.93,156.11,200.28,24.44
510,Company_0510,Retail,Latin America,2019,660.11,0.0894,5013.27,-0.0344,49.4,48.7,54.3,45.2,24.13,872.8,801.88,265.64
511,Company_0511,Finance,Latin America,2023,2619.76,0.1128,30464.94,0.0316,47.0,50.8,35.2,54.9,167.71,1497.66,3711.6,32.15
512,Company_0512,Retail,Asia-Pacific,2020,616.25,0.1364,5897.62,-0.0134,46.5,41.3,45.7,52.6,28.5,596.27,1265.95,115.0
513,Company_0513,Retail,North America,2022,1702.92,0.0657,24394.94,0.0449,54.1,64.8,50.5,47.1,101.0,851.97,1127.86,495.89
514,Company_0514,Technology,Middle East-Africa,2023,464.73,0.0619,2793.36,0.1218,39.9,22.0,67.3,30.3,33.61,643.24,848.36,214.29
515,Company_0515,Retail,Middle East-Africa,2023,3788.66,0.1105,15937.95,-0.0466,32.4,13.3,35.3,48.6,280.79,4521.36,10432.68,390.03
516,Company_0516,Manufacturing,Middle East-Africa,2024,3969.22,0.1185,30638.95,0.0561,60.5,59.1,70.2,52.2,116.85,1748.93,8984.65,1984.61
517,Company_0517,Energy,Asia-Pacific,2022,1658.58,0.146,17250.11,0.1141,43.4,35.5,51.5,43.2,38.4,2368.97,4134.32,194.94
518,Company_0518,Energy,Latin America,2019,4419.92,0.1603,58915.71,0.044,64.0,56.7,69.5,65.8,125.04,2652.04,9742.34,1962.09
519,Company_0519,Finance,Asia-Pacific,2024,1406.77,0.0541,10064.58,0.1005,43.4,46.3,49.5,34.4,88.06,1424.52,1429.95,325.28
520,Company_0520,Retail,Middle East-Africa,2019,1878.0,0.0713,20367.72,0.0299,51.6,59.2,47.2,48.4,67.43,2140.91,1457.72,472.33
521,Company_0521,Manufacturing,North America,2024,2652.75,0.0618,19106.16,0.062,58.0,65.8,65.4,42.9,58.72,350.33,6827.46,1326.38
522,Company_0522,Finance,Europe,2022,1243.65,0.2047,12942.17,0.0809,53.9,41.6,68.3,51.9,21.0,1794.03,2784.23,403.51
523,Company_0523,Technology,Latin America,2018,369.94,0.1128,5037.7,0.01,49.5,58.4,39.6,50.6,12.18,215.38,716.81,37.85
524,Company_0524,Finance,Latin America,2022,1905.07,0.121,11004.24,0.1893,63.6,82.9,79.0,29.0,37.21,696.67,1854.03,914.0
525,Company_0525,Finance,Asia-Pacific,2022,788.16,0.1235,6187.75,0.0904,51.8,46.3,68.0,41.1,16.51,1017.5,1582.91,332.65
526,Company_0526,Retail,Latin America,2019,830.25,0.0771,12386.68,0.1412,46.4,52.7,54.6,31.8,48.05,900.04,480.14,190.86
527,Company_0527,Technology,Middle East-Africa,2019,1350.9,0.2139,18132.71,0.125,66.5,92.5,58.6,48.3,15.37,299.14,1076.8,158.75
528,Company_0528,Finance,Middle East-Africa,2022,1630.1,0.1447,15935.33,0.0729,62.6,81.8,57.7,48.2,29.71,430.12,2086.08,420.39
529,Company_0529,Manufacturing,Asia-Pacific,2022,1218.16,0.1224,11206.47,0.147,41.6,33.2,56.8,34.9,84.18,1341.52,1960.44,236.04
530,Company_0530,Manufacturing,Middle East-Africa,2022,1711.3,0.0537,10978.36,0.0632,52.0,65.3,51.0,39.7,118.33,350.3,1371.46,504.84
531,Company_0531,Energy,North America,2019,668.61,0.0503,6155.56,-0.0011,53.5,54.5,59.7,46.3,22.1,925.39,534.79,334.3
532,Company_0532,Technology,Asia-Pacific,2022,1064.34,0.1015,14026.02,0.051,48.8,48.1,51.6,46.6,17.2,1211.38,2463.66,267.39
533,Company_0533,Technology,North America,2022,1986.96,0.078,22297.82,-0.0204,47.1,46.3,44.0,50.9,117.92,1131.95,3823.5,494.54
534,Company_0534,Energy,Europe,2021,3793.16,0.056,24581.66,-0.0971,42.3,58.1,29.7,39.2,133.55,2306.67,6958.0,577.07
535,Company_0535,Finance,North America,2018,4858.6,0.0977,26321.77,-0.0097,56.2,66.6,46.6,55.3,64.05,3931.06,7924.79,1207.43
536,Company_0536,Technology,Europe,2020,1484.87,0.107,9180.22,0.0551,48.7,50.1,50.7,45.2,31.25,898.88,4367.54,335.3
537,Company_0537,Manufacturing,Europe,2018,1974.37,0.1285,9945.14,0.1243,54.1,67.7,56.4,38.1,38.71,2363.04,1233.0,403.01
538,Company_0538,Manufacturing,North America,2021,4390.09,0.0898,18208.73,-0.0099,48.0,41.8,49.8,52.3,224.94,6429.87,4177.47,1353.01
539,Company_0539,Retail,Asia-Pacific,2020,685.68,0.0595,5505.78,0.1207,36.7,28.9,50.3,31.0,49.96,629.68,1452.8,146.03
540,Company_0540,Technology,Middle East-Africa,2024,1704.1,0.0616,7429.17,-0.0347,47.4,54.1,45.0,43.2,111.64,1234.54,1433.0,517.4
541,Company_0541,Finance,Middle East-Africa,2022,1877.77,0.1928,9507.06,-0.0144,60.1,54.7,67.0,58.7,90.61,773.42,3705.69,802.54
542,Company_0542,Energy,Europe,2021,3021.48,0.0449,28909.23,0.1514,42.1,45.2,49.0,32.2,119.5,3066.22,5799.44,539.83
543,Company_0543,Energy,Europe,2024,494.72,0.1418,2461.35,0.0533,45.0,24.1,64.1,46.8,26.37,524.31,1448.31,187.5
544,Company_0544,Finance,Asia-Pacific,2022,568.17,0.1512,2140.03,0.0378,51.5,32.9,71.9,49.6,23.33,601.84,1538.86,284.08
545,Company_0545,Healthcare,Latin America,2019,1113.17,0.1127,7579.21,0.0665,57.9,59.4,70.5,43.8,30.31,153.37,3187.99,556.59
546,Company_0546,Retail,North America,2023,1428.54,0.2261,8062.44,-0.0344,57.3,43.6,69.5,58.7,82.2,1941.06,1119.99,629.45
547,Company_0547,Energy,Europe,2021,2406.68,0.1501,22102.16,0.0268,52.4,30.6,69.9,56.7,171.18,1379.87,6426.74,1163.31
548,Company_0548,Technology,Middle East-Africa,2019,1575.43,0.2306,6661.54,0.0502,60.5,58.5,66.4,56.6,56.87,1798.87,1296.14,464.37
549,Company_0549,Retail,Asia-Pacific,2021,986.35,0.0809,11857.15,0.1362,43.6,25.5,72.7,32.7,67.97,1147.84,2053.91,493.17
550,Company_0550,Technology,North America,2021,1467.8,0.082,20365.5,-0.0669,39.7,39.9,34.6,44.5,58.97,1483.62,3376.24,227.51
551,Company_0551,Manufacturing,Asia-Pacific,2019,1353.88,0.1517,16139.93,0.1734,54.8,68.1,60.7,35.5,51.57,883.83,1221.38,245.57
552,Company_0552,Retail,North America,2020,3720.12,0.1043,34946.54,0.0413,50.1,57.7,38.5,54.1,44.58,3540.58,7743.98,232.29
553,Company_0553,Energy,North America,2018,1231.47,0.2211,16413.01,-0.0277,62.3,73.7,51.6,61.5,72.25,192.45,777.24,212.91
554,Company_0554,Retail,Europe,2022,838.69,0.1405,9509.93,-0.0404,44.0,37.9,43.8,50.4,55.79,978.46,1034.24,152.71
